SeqA	SeqB	Score
149	92	0.85288
149	93	0.5743
149	94	0.31696
149	95	0.38675
149	96	0.76481
149	97	0.68043
149	98	0.1253
149	99	0.61984
149	100	0.68767
149	101	0.76028
149	102	0.22713
149	103	0.22429
149	104	0.015016
149	105	0.58533
149	106	0.73277
149	107	0.86456
149	108	0.078845
149	109	0.4326
149	110	0.80479
149	111	0.50957
149	112	0.40499
149	113	0.46569
149	114	0.36857
149	115	0.56203
149	116	0.55235
149	117	0.18262
149	118	0.67291
149	119	0.64239
149	120	0.8163
149	121	0.26497
149	122	0.79917
149	123	0.31144
149	124	0.71528
149	125	0.91326
149	126	0.70356
149	127	0.08689
149	128	0.50784
149	129	0.77618
149	130	0.50325
149	131	0.058534
149	132	0.668
149	133	0.40968
149	134	0.0010482
149	135	0.67428
149	136	0.46138
149	137	0.95766
149	138	0.38658
149	139	0.26018
149	140	0.20808
149	141	0.63465
150	1	0.35434
150	2	0.13537
150	3	0.21673
150	4	0.60609
150	5	0.4438
150	6	0.48043
150	7	0.887
150	8	0.012599
150	9	0.57849
150	10	0.066439
150	11	0.29245
150	12	0.48701
150	13	0.17622
150	14	0.49605
150	15	0.62185
150	16	0.73198
150	17	0.98786
150	18	0.40204
150	19	0.88456
150	20	0.19036
150	21	0.6668
150	22	0.48939
150	23	0.46988
150	24	0.38486
150	25	0.14744
150	26	0.81722
150	27	0.11031
150	28	0.81554
150	29	0.8204
150	30	0.26821
150	31	0.096805
150	32	0.55698
150	33	0.83154
150	34	0.67697
150	35	0.25518
150	36	0.27346
150	37	0.2768
150	38	0.72629
150	39	0.74999
150	40	0.35185
150	41	0.95373
150	42	0.95161
150	43	0.59993
150	44	0.7166
150	45	0.8968
150	46	0.11423
150	47	0.43484
150	48	0.84435
150	49	0.6297
150	50	0.82025
150	51	0.073181
150	52	0.97976
150	53	0.71974
150	54	0.96651
150	55	0.34797
150	56	0.59793
150	57	0.48322
150	58	0.83074
150	59	0.071397
150	60	0.46427
150	61	0.20843
150	62	0.69878
150	63	0.73194
150	64	0.080464
150	65	0.39879
150	66	0.92252
150	67	0.43647
150	68	0.23732
150	69	0.22884
150	70	0.27137
150	71	0.81006
150	72	0.44393
150	73	0.91014
150	74	0.44527
150	75	0.41411
150	76	0.59038
150	77	0.4439
150	78	0.073021
150	79	0.44834
150	80	0.90771
150	81	0.50118
150	82	0.16613
150	83	0.19241
150	84	0.52849
150	85	0.9142
150	86	0.035803
150	87	0.16379
150	88	0.15585
150	89	0.48841
150	90	0.38102
150	91	0.771
150	92	0.14093
150	93	0.67033
150	94	0.57511
150	95	0.81902
150	96	0.60729
150	97	0.73076
150	98	0.74377
150	99	0.61926
150	100	0.24807
150	101	0.14483
150	102	0.48561
150	103	0.38478
150	104	0.047642
150	105	0.033204
150	106	0.63118
150	107	0.30944
150	108	0.1877
150	109	0.76585
150	110	0.61078
150	111	0.71997
150	112	0.59407
150	113	0.7228
150	114	0.90879
150	115	0.12708
150	116	0.76002
150	117	0.088641
150	118	0.68271
150	119	0.90911
150	120	0.15418
150	121	0.93923
150	122	0.94151
150	123	0.43648
150	124	0.2459
150	125	0.071456
150	126	0.85374
150	127	0.59474
150	128	0.5758
150	129	0.35199
150	130	0.86463
150	131	0.067735
150	132	0.20106
150	133	0.90828
150	134	0.19261
150	135	0.13114
150	136	0.77505
150	137	0.71366
150	138	0.46905
150	139	0.35722
150	140	0.13509
150	141	0.11212
151	1	0.48263
151	2	0.9259
151	3	0.22615
151	4	0.089469
151	5	0.50707
151	6	0.30097
151	7	0.77496
151	8	0.0073747
151	9	0.25114
151	10	0.66521
151	11	0.19606
151	12	0.99362
151	13	0.75618
151	14	0.32847
151	15	0.54122
151	16	0.47835
151	17	0.21677
151	18	0.7935
151	19	0.63821
151	20	0.76457
151	21	0.73981
151	22	0.12716
151	23	0.68403
151	24	0.74728
151	25	0.35808
151	26	0.19062
151	27	0.57439
151	28	0.26235
151	29	0.39173
151	30	0.32104
151	31	0.27014
151	32	0.0046972
151	33	0.31285
151	34	0.66109
151	35	0.50692
151	36	0.87813
151	37	0.076109
151	38	0.96439
151	39	0.13291
151	40	0.59695
151	41	0.37865
151	42	0.39813
151	43	0.78825
151	44	0.53833
151	45	0.4534
151	46	0.01423
151	47	0.31825
151	48	0.27301
151	49	0.40191
151	50	0.22999
151	51	0.68343
151	52	0.3645
151	53	0.19266
151	54	0.12057
151	55	0.65173
151	56	0.31207
151	57	0.070278
151	58	0.64996
151	59	0.8489
151	60	0.10133
151	61	0.34236
151	62	0.21163
151	63	0.091206
151	64	0.25262
151	65	0.20702
151	66	0.61605
151	67	0.89185
151	68	0.71641
151	69	0.86522
151	70	0.83825
151	71	0.019567
151	72	0.33124
151	73	0.056253
151	74	0.67265
151	75	0.23808
151	76	0.47493
151	77	0.055083
151	78	0.84048
151	79	0.59987
151	80	0.27945
151	81	0.96504
151	82	0.087734
151	83	0.046899
151	84	0.61763
151	85	0.96851
151	86	0.12633
151	87	0.3714
151	88	0.27367
151	89	0.12912
151	90	0.38599
151	91	0.31319
151	92	0.85462
151	93	0.79315
151	94	0.62374
151	95	0.55212
151	96	0.23643
151	97	0.23723
151	98	0.30579
151	99	0.22364
151	100	0.16094
151	101	0.89046
151	102	0.77615
151	103	0.87944
151	104	0.8005
151	105	0.083407
151	106	0.163
151	107	0.026172
151	108	0.32241
151	109	0.2047
151	110	0.5274
151	111	0.033912
151	112	0.15756
151	113	0.60388
151	114	0.57921
151	115	0.54035
151	116	0.95621
151	117	0.63089
151	118	0.60011
151	119	0.047951
151	120	0.22566
151	121	0.35826
151	122	0.73594
151	123	0.52798
151	124	0.70963
151	125	0.49564
151	126	0.79407
151	127	0.20674
151	128	0.94185
151	129	0.65639
151	130	0.24335
151	131	0.27948
151	132	0.094481
151	133	0.68035
151	134	0.93105
151	135	0.57284
151	136	0.91074
151	137	0.63792
151	138	0.97212
151	139	0.63735
151	140	0.80082
151	141	0.87936
152	1	0.95679
152	2	0.31058
152	3	0.60443
152	4	0.27423
152	5	0.073043
152	6	0.14524
152	7	0.32552
152	8	0.55212
152	9	0.17766
152	10	0.55591
152	11	0.66467
152	12	0.54376
152	13	0.87804
152	14	0.08105
152	15	0.027187
152	16	0.65719
152	17	0.17062
152	18	0.48642
152	19	0.58726
152	20	0.31401
152	21	0.3582
152	22	0.97287
152	23	0.11553
152	24	0.8954
152	25	0.8445
152	26	0.12158
152	27	0.15214
152	28	0.75232
152	29	0.17673
152	30	0.59635
152	31	0.45936
152	32	0.78039
152	33	0.7679
152	34	0.55994
152	35	0.86976
152	36	0.22118
152	37	0.80955
152	38	0.14423
152	39	0.57476
152	40	0.38376
152	41	0.6506
152	42	0.54716
152	43	0.38291
152	44	0.15275
152	45	0.22683
152	46	0.31477
152	47	0.10888
152	48	0.3495
152	49	0.37341
152	50	0.28792
152	51	0.93716
152	52	0.98307
152	53	0.91483
152	54	0.26587
152	55	0.069864
152	56	0.33639
152	57	0.88438
152	58	0.0081197
152	59	0.14736
152	60	0.28848
152	61	0.13265
152	62	0.041011
152	63	0.90215
152	64	0.96499
152	65	0.42429
152	66	0.15436
152	67	0.98942
152	68	0.69859
152	69	0.68423
152	70	0.3964
152	71	0.99088
152	72	0.90994
152	73	0.14613
152	74	0.43419
152	75	0.4075
152	76	0.93962
152	77	0.39375
152	78	0.79885
152	79	0.0026891
152	80	0.52118
152	81	0.71139
152	82	0.2222
152	83	0.28874
152	84	0.80356
152	85	0.89439
152	86	0.81161
152	87	0.65858
152	88	0.98724
152	89	0.67325
152	90	0.20228
152	91	0.14457
152	92	0.20123
152	93	0.099111
152	94	0.62332
152	95	0.67961
152	96	0.31984
152	97	0.18231
152	98	0.91322
152	99	0.11641
152	100	0.97474
152	101	0.20677
152	102	0.91638
152	103	0.66908
152	104	0.22453
152	105	0.15113
152	106	0.71745
152	107	0.098317
152	108	0.56049
152	109	0.52621
152	110	0.21912
152	111	0.66698
152	112	0.45215
152	113	0.49037
152	114	0.46776
152	115	0.77387
152	116	0.36262
152	117	0.71539
152	118	0.15733
152	119	0.49859
152	120	0.1966
152	121	0.18312
152	122	0.67719
152	123	0.89707
152	124	0.60226
152	125	0.25987
152	126	0.58242
152	127	0.47696
152	128	0.86832
152	129	0.67578
152	130	0.60743
152	131	0.88023
152	132	0.80573
152	133	0.59903
152	134	0.18507
152	135	0.93174
152	136	0.65978
152	137	0.69407
152	138	0.80417
152	139	0.37967
152	140	0.24986
152	141	0.3285
153	1	0.97822
153	2	0.24526
153	3	0.39273
153	4	0.026477
153	5	0.77545
153	6	0.44443
153	7	0.11691
153	8	0.99708
153	9	0.67899
153	10	0.44211
153	11	0.15273
153	12	0.31132
153	13	0.53389
153	14	0.43154
153	15	0.89139
153	16	0.1524
153	17	0.50803
153	18	0.72532
153	19	0.72741
153	20	0.80677
153	21	0.69205
153	22	0.54205
153	23	0.13154
153	24	0.44555
153	25	0.49159
153	26	0.69886
153	27	0.5274
153	28	0.22583
153	29	0.47625
153	30	0.043581
153	31	0.8135
153	32	0.19982
153	33	0.52315
153	34	0.72839
153	35	0.058248
153	36	0.42103
153	37	0.079583
153	38	0.51353
153	39	0.56599
153	40	0.29365
153	41	0.86858
153	42	0.73616
153	43	0.6634
153	44	0.96202
153	45	0.88788
153	46	0.92842
153	47	0.7127
153	48	0.083296
153	49	0.25439
153	50	0.34808
153	51	0.89658
153	52	0.71891
153	53	0.26091
153	54	0.12823
153	55	0.75917
153	56	0.8048
153	57	0.264
153	58	0.79999
153	59	0.42953
153	60	0.88815
153	61	0.77844
153	62	0.26485
153	63	0.20914
153	64	0.37598
153	65	0.79923
153	66	0.24286
153	67	0.77887
153	68	0.27881
153	69	0.51783
153	70	0.26396
153	71	0.61879
153	72	0.4159
153	73	0.31845
153	74	0.30051
153	75	0.46332
153	76	0.82237
153	77	0.44931
153	78	0.95774
153	79	0.44844
153	80	0.06919
153	81	0.19114
153	82	0.55716
153	83	0.94709
153	84	0.61503
153	85	0.81371
153	86	0.56458
153	87	0.53784
153	88	0.0090116
153	89	0.28877
153	90	0.65497
153	91	0.87181
153	92	0.71292
153	93	0.73404
153	94	0.75385
153	95	0.062609
153	96	0.77843
153	97	0.016632
153	98	0.34949
153	99	0.66789
153	100	0.58258
153	101	0.79361
153	102	0.080122
153	103	0.075888
153	104	0.49937
153	105	0.17494
153	106	0.088348
153	107	0.21226
153	108	0.55238
153	109	0.088702
153	110	0.076123
153	111	0.9399
153	112	0.50809
153	113	0.98336
153	114	0.71913
153	115	0.71315
153	116	0.29392
153	117	0.94505
153	118	0.40574
153	119	0.099457
153	120	0.040228
153	121	0.39511
153	122	0.59786
153	123	0.011009
153	124	0.30045
153	125	0.34749
153	126	0.68819
153	127	0.33679
153	128	0.12683
153	129	0.53303
153	130	0.90425
153	131	0.28273
153	132	0.52761
153	133	0.7948
153	134	0.30455
153	135	0.014585
153	136	0.74497
153	137	0.28481
153	138	0.92799
153	139	0.0057853
153	140	0.47183
153	141	0.13773
154	1	0.28569
154	2	0.53815
154	3	0.33751
154	4	0.8137
154	5	0.5233
154	6	0.18611
154	7	0.88045
154	8	0.055614
154	9	0.5375
154	10	0.63147
154	11	0.88048
154	12	0.75416
154	13	0.37399
154	14	0.84688
154	15	0.49355
154	16	0.13189
154	17	0.46101
154	18	0.11533
154	19	0.28767
154	20	0.40515
154	21	0.070085
154	22	0.39072
154	23	0.76494
154	24	0.93484
154	25	0.93872
154	26	0.31011
154	27	0.64769
154	28	0.91917
154	29	0.64607
154	30	0.18345
154	31	0.85
154	32	0.97837
154	33	0.32492
154	34	0.25441
154	35	0.56862
154	36	0.73294
154	37	0.62932
154	38	0.027508
154	39	0.29579
154	40	0.12095
154	41	0.1437
154	42	0.7329
154	43	0.46112
154	44	0.53365
154	45	0.28917
154	46	0.84036
154	47	0.1585
154	48	0.022928
154	49	0.59937
154	50	0.64846
154	51	0.48895
154	52	0.99326
154	53	0.51311
154	54	0.38292
154	55	0.54609
154	56	0.074007
154	57	0.83291
154	58	0.25391
154	59	0.17022
154	60	0.47142
154	61	0.23168
154	62	0.30479
154	63	0.49778
154	64	0.84346
154	65	0.82381
154	66	0.057085
154	67	0.14365
154	68	0.25687
154	69	0.88954
154	70	0.24843
154	71	0.3728
154	72	0.30859
154	73	0.42567
154	74	0.12721
154	75	0.77707
154	76	0.20815
154	77	0.79096
154	78	0.85278
154	79	0.0050805
154	80	0.82327
154	81	0.28351
154	82	0.10997
154	83	0.41866
154	84	0.16045
154	85	0.055533
154	86	0.76543
154	87	0.86085
154	88	0.79202
154	89	0.29718
154	90	0.86361
154	91	0.73225
154	92	0.060883
154	93	0.66735
154	94	0.072597
154	95	0.097001
154	96	0.51625
154	97	0.73186
154	98	0.28421
154	99	0.98487
154	100	0.57945
154	101	0.93734
154	102	0.23863
154	103	0.84489
154	104	0.45182
154	105	0.062413
154	106	0.075773
154	107	0.78743
154	108	0.10733
154	109	0.98955
154	110	0.49931
154	111	0.74091
154	112	0.35271
154	113	0.073105
154	114	0.8236
154	115	0.24194
154	116	0.056488
154	117	0.058505
154	118	0.70913
154	119	0.42737
154	120	0.69816
154	121	0.84034
154	122	0.37704
154	123	0.53283
154	124	0.74692
154	125	0.39966
154	126	0.76573
154	127	0.46728
154	128	0.88221
154	129	0.27507
154	130	0.71357
154	131	0.13323
154	132	0.3433
154	133	0.52167
154	134	0.33074
154	135	0.69477
154	136	0.85907
154	137	0.91355
154	138	0.87042
154	139	0.77039
154	140	0.74728
154	141	0.70419
155	1	0.59857
155	2	0.67924
155	3	0.29969
155	4	0.54044
155	5	0.92659
155	6	0.70545
155	7	0.77125
155	8	0.57659
155	9	0.96288
155	10	0.030706
155	11	0.52853
155	12	0.26778
155	13	0.19298
155	14	0.17387
155	15	0.18394
155	16	0.29586
155	17	0.37756
155	18	0.63427
155	19	0.38001
155	20	0.46391
155	21	0.75572
155	22	0.2556
155	23	0.68158
155	24	0.040635
155	25	0.45409
155	26	0.79701
155	27	0.56577
155	28	0.60743
155	29	0.75185
155	30	0.6743
155	31	0.73165
155	32	0.36195
155	33	0.89529
155	34	0.97175
155	35	0.011284
155	36	0.54534
155	37	0.70893
155	38	0.92897
155	39	0.034078
155	40	0.91505
155	41	0.57807
155	42	0.14044
155	43	0.30896
155	44	0.24792
155	45	0.047295
155	46	0.19861
155	47	0.29814
155	48	0.98957
155	49	0.9734
155	50	0.50019
155	51	0.58954
155	52	0.7323
155	53	0.9955
155	54	0.95201
155	55	0.0046135
155	56	0.89028
155	57	0.24389
155	58	0.086881
155	59	0.89753
155	60	0.89907
155	61	0.26016
155	62	0.74565
155	63	0.39838
155	64	0.68807
155	65	0.0023421
155	66	0.84044
155	67	0.79167
155	68	0.27421
155	69	0.8475
155	70	0.30182
155	71	0.14238
155	72	0.69703
155	73	0.20729
155	74	0.1873
155	75	0.37292
155	76	0.71492
155	77	0.42452
155	78	0.29883
155	79	0.6776
155	80	0.33509
155	81	0.94814
155	82	0.1147
155	83	0.91332
155	84	0.92193
155	85	0.013788
155	86	0.033616
155	87	0.53138
155	88	0.73766
155	89	0.69346
155	90	0.54634
155	91	0.32507
155	92	0.57887
155	93	0.89736
155	94	0.89015
155	95	0.30385
155	96	0.26437
155	97	0.66764
155	98	0.30795
155	99	0.63451
155	100	0.56031
155	101	0.099707
155	102	0.38143
155	103	0.56762
155	104	0.05017
155	105	0.47998
155	106	0.023293
155	107	0.43978
155	108	0.24235
155	109	0.81143
155	110	0.43932
155	111	0.8878
155	112	0.10434
155	113	0.9369
155	114	0.3735
155	115	0.16151
155	116	0.014795
155	117	0.36635
155	118	0.42994
155	119	0.42656
155	120	0.017123
155	121	0.30754
155	122	0.27028
155	123	0.86722
155	124	0.71806
155	125	0.22995
155	126	0.31391
155	127	0.979
155	128	0.94155
155	129	0.77303
155	130	0.83114
155	131	0.055753
155	132	0.14228
155	133	0.50429
155	134	0.67429
155	135	0.17585
155	136	0.39016
155	137	0.91847
155	138	0.96232
155	139	0.76007
155	140	0.072998
155	141	0.42301
156	1	0.17793
156	2	0.26003
156	3	0.41672
156	4	0.2326
156	5	0.17107
156	6	0.43467
156	7	0.22503
156	8	0.9474
156	9	0.37752
156	10	0.35932
156	11	0.99116
156	12	0.32591
156	13	0.89233
156	14	0.36996
156	15	0.0024075
156	16	0.76093
156	17	0.42666
156	18	0.13019
156	19	0.85199
156	20	0.47054
156	21	0.01299
156	22	0.939
156	23	0.37737
156	24	0.86728
156	25	0.87287
156	26	0.021665
156	27	0.87391
156	28	0.87031
156	29	0.10719
156	30	0.95924
156	31	0.41468
156	32	0.91716
156	33	0.53579
156	34	0.24854
156	35	0.7819
156	36	0.60088
156	37	0.20364
156	38	0.37629
156	39	0.065367
156	40	0.98748
156	41	0.51633
156	42	0.94576
156	43	0.21698
156	44	0.68674
156	45	0.46648
156	46	0.25584
156	47	0.83683
156	48	0.29131
156	49	0.11606
156	50	0.38253
156	51	0.21276
156	52	0.50856
156	53	0.52005
156	54	0.91902
156	55	0.94519
156	56	0.95029
156	57	0.49645
156	58	0.57644
156	59	0.99012
156	60	0.56895
156	61	0.61402
156	62	0.15001
156	63	0.30707
156	64	0.72616
156	65	0.56411
156	66	0.14573
156	67	0.55157
156	68	0.62523
156	69	0.68351
156	70	0.67361
156	71	0.29389
156	72	0.14213
156	73	0.96334
156	74	0.57054
156	75	0.20491
156	76	0.2638
156	77	0.090771
156	78	0.67852
156	79	0.94148
156	80	0.1532
156	81	0.66731
156	82	0.78165
156	83	0.9012
156	84	0.50916
156	85	0.38363
156	86	0.75185
156	87	0.45334
156	88	0.57041
156	89	0.32343
156	90	0.26842
156	91	0.73087
156	92	0.0072684
156	93	0.64829
156	94	0.20453
156	95	0.65449
156	96	0.27667
156	97	0.85859
156	98	0.39125
156	99	0.72523
156	100	0.28253
156	101	0.39176
156	102	0.27975
156	103	0.56574
156	104	0.37699
156	105	0.12941
156	106	0.15257
156	107	0.70738
156	108	0.26774
156	109	0.83515
156	110	0.1707
156	111	0.67709
156	112	0.24304
156	113	0.64738
156	114	0.33426
156	115	0.46171
156	116	0.70652
156	117	0.35665
156	118	0.30758
156	119	0.74083
156	120	0.78394
156	121	0.53563
156	122	0.21387
156	123	0.3835
156	124	0.6013
156	125	0.80866
156	126	0.095068
156	127	0.76773
156	128	0.87343
156	129	0.83097
156	130	0.91711
156	131	0.40919
156	132	0.88349
156	133	0.47765
156	134	0.031321
156	135	0.95777
156	136	0.5529
156	137	0.28408
156	138	0.3991
156	139	0.31989
156	140	0.78402
156	141	0.0056765
157	1	0.73481
157	2	0.60598
157	3	0.66589
157	4	0.83644
157	5	0.084362
157	6	0.69504
157	7	0.343
157	8	0.75305
157	9	0.13133
157	10	0.72096
157	11	0.025025
157	12	0.40462
157	13	0.85816
157	14	0.82149
157	15	0.33354
157	16	0.65207
157	17	0.39055
157	18	0.44207
157	19	0.60114
157	20	0.98887
157	21	0.07456
157	22	0.35631
157	23	0.20607
157	24	0.4032
157	25	0.3612
157	26	0.78678
157	27	0.54536
157	28	0.70972
157	29	0.52498
157	30	0.58398
157	31	0.22033
157	32	0.68259
157	33	0.33419
157	34	0.68949
157	35	0.9751
157	36	0.70573
157	37	0.59897
157	38	0.17131
157	39	0.84302
157	40	0.49
157	41	0.2596
157	42	0.20402
157	43	0.91728
157	44	0.77407
157	45	0.80092
157	46	0.12868
157	47	0.3334
157	48	0.3391
157	49	0.22561
157	50	0.99659
157	51	0.22762
157	52	0.27221
157	53	0.34842
157	54	0.36732
157	55	0.54079
157	56	0.54879
157	57	0.10648
157	58	0.48538
157	59	0.37521
157	60	0.53433
157	61	0.76198
157	62	0.57082
157	63	0.16199
157	64	0.19651
157	65	0.030267
157	66	0.49119
157	67	0.11704
157	68	0.55366
157	69	0.36907
157	70	0.41378
157	71	0.30537
157	72	0.36968
157	73	0.29167
157	74	0.87363
157	75	0.64306
157	76	0.75129
157	77	0.81872
157	78	0.81004
157	79	0.3898
157	80	0.04423
157	81	0.024134
157	82	0.87186
157	83	0.90599
157	84	0.3169
157	85	0.76094
157	86	0.64891
157	87	0.82299
157	88	0.85152
157	89	0.27728
157	90	0.1145
157	91	0.60933
157	92	0.15618
157	93	0.053278
157	94	0.37552
157	95	0.93578
157	96	0.20331
157	97	0.42963
157	98	0.50343
157	99	0.20029
157	100	0.62755
157	101	0.018723
157	102	0.81784
157	103	0.33778
157	104	0.17714
157	105	0.27277
157	106	0.67783
157	107	0.4476
157	108	0.89721
157	109	0.28371
157	110	0.55803
157	111	0.29786
157	112	0.94504
157	113	0.7563
157	114	0.57606
157	115	0.436
157	116	0.8101
157	117	0.62182
157	118	0.3617
157	119	0.058583
157	120	0.74876
157	121	0.99905
157	122	0.58428
157	123	0.20453
157	124	0.76657
157	125	0.99396
157	126	0.32462
157	127	0.74061
157	128	0.75131
157	129	0.73522
157	130	0.6745
157	131	0.99029
157	132	0.4399
157	133	0.70401
157	134	0.86929
157	135	0.064188
157	136	0.18628
157	137	0.005557
157	138	0.86511
157	139	0.56047
157	140	0.089445
157	141	0.42406
158	1	0.050988
158	2	0.20138
158	3	0.14438
158	4	0.46059
158	5	0.80121
158	6	0.11168
158	7	0.38354
158	8	0.84311
158	9	0.43362
158	10	0.99127
158	11	0.36338
158	12	0.77103
158	13	0.66871
158	14	0.14024
158	15	0.096631
158	16	0.97407
158	17	0.14834
158	18	0.35614
158	19	0.17018
158	20	0.77342
158	21	0.7536
158	22	0.20083
158	23	0.88656
158	24	0.44007
158	25	0.43872
158	26	0.68387
158	27	0.11164
158	28	0.55382
158	29	0.97008
158	30	0.60325
158	31	0.65395
158	32	0.66861
158	33	0.43411
158	34	0.51
158	35	0.22998
158	36	0.55138
158	37	0.59028
158	38	0.81295
158	39	0.81592
158	40	0.21498
158	41	0.70207
158	42	0.88024
158	43	0.26522
158	44	0.8423
158	45	0.80504
158	46	0.36582
158	47	0.73204
158	48	0.56886
158	49	0.31697
158	50	0.32667
158	51	0.39721
158	52	0.10128
158	53	0.27122
158	54	0.030589
158	55	0.6619
158	56	0.90646
158	57	0.37566
158	58	0.25782
158	59	0.87562
158	60	0.74617
158	61	0.26652
158	62	0.36338
158	63	0.77452
158	64	0.85021
158	65	0.66817
158	66	0.27661
158	67	0.21475
158	68	0.53595
158	69	0.63821
158	70	0.040039
158	71	0.93734
158	72	0.76971
158	73	0.39361
158	74	0.63775
158	75	0.56452
158	76	0.35181
158	77	0.21493
158	78	0.99615
158	79	0.70461
158	80	0.52526
158	81	0.41398
158	82	0.20957
158	83	0.80529
158	84	0.40373
158	85	0.10289
158	86	0.87332
158	87	0.61588
158	88	0.62386
158	89	0.29698
158	90	0.68396
158	91	0.42478
158	92	0.73089
158	93	0.63295
158	94	0.91482
158	95	0.2658
158	96	0.0081814
158	97	0.72787
158	98	0.80973
158	99	0.3766
158	100	0.31966
158	101	0.89332
158	102	0.46766
158	103	0.92206
158	104	0.67231
158	105	0.12469
158	106	0.45564
158	107	0.33718
158	108	0.80503
158	109	0.52617
158	110	0.097615
158	111	0.45455
158	112	0.96185
158	113	0.44726
158	114	0.15864
158	115	0.58322
158	116	0.95459
158	117	0.8472
158	118	0.086257
158	119	0.85743
158	120	0.9427
158	121	0.99131
158	122	0.81055
158	123	0.24798
158	124	0.26632
158	125	0.1055
158	126	0.28966
158	127	0.16134
158	128	0.73469
158	129	0.44272
158	130	0.74153
158	131	0.99917
158	132	0.82471
158	133	0.57687
158	134	0.49263
158	135	0.23368
158	136	0.15373
158	137	0.71816
158	138	0.60057
158	139	0.51416
158	140	0.84156
158	141	0.28367
159	1	0.50097
159	2	0.10687
159	3	0.32792
159	4	0.65672
159	5	0.87678
159	6	0.7621
159	7	0.81185
159	8	0.47832
159	9	0.28483
159	10	0.45346
159	11	0.28734
159	12	0.35738
159	13	0.61311
159	14	0.41453
159	15	0.92138
159	16	0.32108
159	17	0.75101
159	18	0.2054
159	19	0.30366
159	20	0.26866
159	21	0.69314
159	22	0.16685
159	23	0.53156
159	24	0.20131
159	25	0.15717
159	26	0.75695
159	27	0.91474
159	28	0.21976
159	29	0.1687
159	30	0.79918
159	31	0.6114
159	32	0.77349
159	33	0.5539
159	34	0.29362
159	35	0.5906
159	36	0.16371
159	37	0.37143
159	38	0.90198
159	39	0.41045
159	40	0.83011
159	41	0.97344
159	42	0.56105
159	43	0.68384
159	44	0.54578
159	45	0.74909
159	46	0.64335
159	47	0.1459
159	48	0.83802
159	49	0.13013
159	50	0.68656
159	51	0.94031
159	52	0.45536
159	53	0.11138
159	54	0.061614
159	55	0.77619
159	56	0.002714
159	57	0.60677
159	58	0.3569
159	59	0.39459
159	60	0.39659
159	61	0.41935
159	62	0.82704
159	63	0.72606
159	64	0.90523
159	65	0.78263
159	66	0.32691
159	67	0.20166
159	68	0.65501
159	69	0.10891
159	70	0.88596
159	71	0.58731
159	72	0.78129
159	73	0.59663
159	74	0.17449
159	75	0.080462
159	76	0.82875
159	77	0.15347
159	78	0.061486
159	79	0.58988
159	80	0.46556
159	81	0.46237
159	82	0.90934
159	83	0.15944
159	84	0.79398
159	85	0.67273
159	86	0.919
159	87	0.56175
159	88	0.20139
159	89	0.25511
159	90	0.6222
159	91	0.37601
159	92	0.35895
159	93	0.028651
159	94	0.76737
159	95	0.23738
159	96	0.66591
159	97	0.74849
159	98	0.72844
159	99	0.81429
159	100	0.74008
159	101	0.64452
159	102	0.099002
159	103	0.9994
159	104	0.4181
159	105	0.07598
159	106	0.74125
159	107	0.99971
159	108	0.54897
159	109	0.59314
159	110	0.15441
159	111	0.63665
159	112	0.54607
159	113	0.28441
159	114	0.65773
159	115	0.99423
159	116	0.50989
159	117	0.20524
159	118	0.63244
159	119	0.68309
159	120	0.45513
159	121	0.084442
159	122	0.99049
159	123	0.039349
159	124	0.74132
159	125	0.58694
159	126	0.95661
159	127	0.39987
159	128	0.51364
159	129	0.79334
159	130	0.39541
159	131	0.16066
159	132	0.56945
159	133	0.59716
159	134	0.82086
159	135	0.99338
159	136	0.34261
159	137	0.00062103
159	138	0.063048
159	139	0.46596
159	140	0.98723
159	141	0.039544
160	1	0.36657
160	2	0.17003
160	3	0.86666
160	4	0.63819
160	5	0.88707
160	6	0.76486
160	7	0.48528
160	8	0.068472
160	9	0.51787
160	10	0.40617
160	11	0.5817
160	12	0.96637
160	13	0.96255
160	14	0.9984
160	15	0.51353
160	16	0.722
160	17	0.14583
160	18	0.18684
160	19	0.2377
160	20	0.91962
160	21	0.08166
160	22	0.69591
160	23	0.18868
160	24	0.81707
160	25	0.32438
160	26	0.8004
160	27	0.81594
160	28	0.31704
160	29	0.20328
160	30	0.16148
160	31	0.91136
160	32	0.70728
160	33	0.12068
160	34	0.64038
160	35	0.14895
160	36	0.081501
160	37	0.74479
160	38	0.19291
160	39	0.00070739
160	40	0.021632
160	41	0.4022
160	42	0.59111
160	43	0.047134
160	44	0.0031674
160	45	0.57638
160	46	0.35055
160	47	0.1623
160	48	0.62324
160	49	0.55104
160	50	0.84942
160	51	0.40139
160	52	0.054022
160	53	0.99814
160	54	0.043258
160	55	0.12597
160	56	0.45812
160	57	0.80232
160	58	0.40375
160	59	0.75478
160	60	0.3398
160	61	0.34394
160	62	0.61214
160	63	0.94061
160	64	0.17716
160	65	0.11756
160	66	0.45872
160	67	0.97638
160	68	0.7935
160	69	0.15704
160	70	0.79003
160	71	0.71719
160	72	0.30559
160	73	0.14358
160	74	0.99289
160	75	0.77308
160	76	0.51324
160	77	0.37819
160	78	0.26631
160	79	0.59682
160	80	0.10789
160	81	0.68344
160	82	0.20624
160	83	0.88839
160	84	0.61859
160	85	0.035653
160	86	0.84942
160	87	0.13991
160	88	0.23072
160	89	0.3756
160	90	0.20309
160	91	0.66736
160	92	0.12527
160	93	0.83736
